ArticleId,Text,Category,Processed_Text
790,parker misses england clash tom shanklin will start in the centre for wales against england in cardiff on saturday after sonny parker failed to recover from a trapped neck nerve.  shanklin was first-choice wing in the autumn tests  but prefers centre and will face england debutant mathew tait. dragons three-quarter hal luscombe takes shanklin s wing berth. up front  mefin davies plays at hooker  open-side martyn williams is fit to start and lock rob sidoli replaces veteran gareth llewellyn. davies wins the vote ahead of robin mcbryde  who sits on the bench having recently returned to action for the scarlets following a neck injury.  sidoli is back for the first time since last season s six nations  the blues second row back to form after a niggling groin problem. williams  sidoli s team-mate at cardiff  is set to win his 50th cap  replacing the injured colin charvis after making a quicker-than-expected recovery from a neck disc problem.  initially when i had the diagnosis it was a case of trying to get fit for the italy game next week  but fortunately my recovery has been a lot quicker than we all hoped   williams told bbc sport wales.  i haven t started a game since 1 january and would have preferred to have a couple of games in the lead-up to this  but the good thing with the injury is that i have kept up my fitness levels.  i feel quite fresh and i just can t wait to play again.  williams says he expects a torrid time from an england loose-forward trio of lewis moody  joe worsley and andy hazell.  they are three top-class players  especially worsley and moody. they have been there and done it   williams added.  they were back-ups behind richard hill  neil back and lawrence dallaglio  but now they have come forward and proved what good players they are - there are no weaknesses there.  luscombe gets the nod on the wing ahead of dragons team-mate kevin morgan  who wins a place on the bench alongside uncapped blues prop john yapp.  g thomas (toulouse (capt); h luscombe (dragons)  t shanklin (blues)  g henson (ospreys)  s williams (ospreys); s jones (clermont auvergne)  d peel (scarlets); g jenkins (blues)  m davies (gloucester)  a jones (ospreys)  b cockbain (ospreys)  r sidoli (blues)  d jones (scarlets)  m williams (blues)  m owen (dragons).  r mcbryde (scarlets)  j yapp (blues)  j thomas (ospreys)  r jones (ospreys)  g cooper (dragons)  c sweeney (dragons)  k morgan (dragons).,sport,parker miss england clash tom shanklin start centr wale england cardiff saturday sonni parker fail recov trap neck nerve. shanklin first-choic wing autumn test prefer centr face england debut mathew tait. dragon three-quart hal luscomb take shanklin wing berth. front mefin davi play hooker open-sid martyn william fit start lock rob sidoli replac veteran gareth llewellyn. davi win vote ahead robin mcbryde sit bench recent return action scarlet follow neck injury. sidoli back first time sinc last season six nation blue second row back form niggl groin problem. william sidoli team-mat cardiff set win 50th cap replac injur colin charvi make quicker-than-expect recoveri neck disc problem. initi diagnosi case tri get fit itali game next week fortun recoveri lot quicker hope william told bbc sport wales. start game sinc 1 januari would prefer coupl game lead-up good thing injuri kept fit levels. feel quit fresh wait play again. william say expect torrid time england loose-forward trio lewi moodi joe worsley andi hazell. three top-class player especi worsley moody. done william added. back-up behind richard hill neil back lawrenc dallaglio come forward prove good player - weak there. luscomb get nod wing ahead dragon team-mat kevin morgan win place bench alongsid uncap blue prop john yapp. g thoma (toulous (capt); h luscomb (dragons) shanklin (blues) g henson (ospreys) william (ospreys); jone (clermont auvergne) peel (scarlets); g jenkin (blues) davi (gloucester) jone (ospreys) b cockbain (ospreys) r sidoli (blues) jone (scarlets) william (blues) owen (dragons). r mcbryde (scarlets) j yapp (blues) j thoma (ospreys) r jone (ospreys) g cooper (dragons) c sweeney (dragons) k morgan (dragons).
1587,apple ipod family expands market apple has expanded its ipod family with the release of its next generation of the digital music players.  its latest challenges to the growing digital music gadget market include an ipod mini model which can hold 6gb compared to a previous 4gb. the company  which hopes to keep its dominant place in the digital music market  also said the gold coloured version of the mini would be dropped. a 30gb version has also been added to the ipod photo family. the latest models have a longer battery life and their prices have been cut by an average of £40. the original ipod took an early lead in the digital music player market thanks to its large storage capacity and simple design.  during 2004 about 25 million portable players were sold  10 million of which were apple ipods. but analysts agree that the success is also down to its integration with the itunes online store  which has given the company a 70% share of the legal download music market. mike mcguire  a research director at analyst gartner  told the bbc news website that apple had done a good job in  sealing off the market from competition  so far.  they have created a very seamless package which i think is the idea of the product - the design  function and the software are very impressive   he said. he added that the threat from others was always present  however.  creative  other microsoft-partnered devices  real  sony and so on  are ratcheting up the marketing message and advertising   he said. creative was very upbeat about how many of its creative zen players it had shipped by the end of last year  he said. its second-generation models  like the creative zen micro photo  is due out in the summer. it will have 5gb of memory on board.  digital music players are now the gadget of choice among young americans  according to recent research by the pew internet and american life project. one in 10 us adults - 22 million people - now owns a digital music player of some sort. sales of legally downloaded songs also rose more than tenfold in 2004  according to the record industry  with 200 million tracks bought online in the us and europe in 12 months. the ifpi industry body said that the popularity of portable music players was behind the growth. analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.  people are also starting to use them in novel ways. some are combining automatic syncing functions many of them have with other net functions to automatically distribute diy radio shows  called podcasts. but 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets. according to mr mcguire  research suggests that people like the idea of building up huge libraries of music  which they can do with high-capacity storage devices  like ipods and creative zens. mobiles do not yet have this capacity though  and there are issues about the ease of portability of mobile music. mr mcguire said apple was ensuring it kept a foot in the mobile music door with its recent deal with motorola to produce a version of itunes for motorola phones.,tech,appl ipod famili expand market appl expand ipod famili releas next gener digit music players. latest challeng grow digit music gadget market includ ipod mini model hold 6gb compar previou 4gb. compani hope keep domin place digit music market also said gold colour version mini would dropped. 30gb version also ad ipod photo family. latest model longer batteri life price cut averag £40. origin ipod took earli lead digit music player market thank larg storag capac simpl design. 2004 25 million portabl player sold 10 million appl ipods. analyst agre success also integr itun onlin store given compani 70% share legal download music market. mike mcguir research director analyst gartner told bbc news websit appl done good job seal market competit far. creat seamless packag think idea product - design function softwar impress said. ad threat other alway present however. creativ microsoft-partn devic real soni ratchet market messag advertis said. creativ upbeat mani creativ zen player ship end last year said. second-gener model like creativ zen micro photo due summer. 5gb memori board. digit music player gadget choic among young american accord recent research pew internet american life project. one 10 us adult - 22 million peopl - own digit music player sort. sale legal download song also rose tenfold 2004 accord record industri 200 million track bought onlin us europ 12 months. ifpi industri bodi said popular portabl music player behind growth. analyst say eas use growth music servic avail net continu drive trend toward portabl music players. peopl also start use novel ways. combin automat sync function mani net function automat distribut diy radio show call podcasts. 2005 also see competit mobil phone oper keen offer stream servic much power sophist handsets. accord mr mcguir research suggest peopl like idea build huge librari music high-capac storag devic like ipod creativ zens. mobil yet capac though issu eas portabl mobil music. mr mcguir said appl ensur kept foot mobil music door recent deal motorola produc version itun motorola phones.
1375,eu software patent law faces axe the european parliament has thrown out a bill that would have allowed software to be patented.  politicians unanimously rejected the bill and now it must go through another round of consultation if it is to have a chance of becoming law. during consultation the software patents bill could be substantially re-drafted or even scrapped. the bill was backed by some hi-tech firms  saying they needed protections it offered to make research worthwhile.  hugo lueders  european director for public policy at comptia  an umbrella organization for technology companies  said only when intellectual property was adequately protected would european inventors prosper. he said the benefits of the bill had been obscured by special interest groups which muddied debate over the rights and wrongs of software patents. other proponents of the bill said it was a good compromise that avoided the excesses of the american system which allows the patenting of business practices as well as software. but opponents of the bill said that it could stifle innovation  be abused by firms keen to protect existing monopolies and could hamper the growth of the open source movement. the proposed law had a troubled passage through the european parliament. its progress was delayed twice when polish meps rejected plans to adopt it. also earlier this month the influential european legal affairs committee (juri) said the law should be re-drafted after it failed to win the support of meps. to become law both the european parliament and a qualified majority of eu states have to approve of the draft wording of the bill. the latest rejection means that now the bill on computer inventions must go back to the eu for re-consideration.,tech,eu softwar patent law face axe european parliament thrown bill would allow softwar patented. politician unanim reject bill must go anoth round consult chanc becom law. consult softwar patent bill could substanti re-draft even scrapped. bill back hi-tech firm say need protect offer make research worthwhile. hugo lueder european director public polici comptia umbrella organ technolog compani said intellectu properti adequ protect would european inventor prosper. said benefit bill obscur special interest group muddi debat right wrong softwar patents. propon bill said good compromis avoid excess american system allow patent busi practic well software. oppon bill said could stifl innov abus firm keen protect exist monopoli could hamper growth open sourc movement. propos law troubl passag european parliament. progress delay twice polish mep reject plan adopt it. also earlier month influenti european legal affair committe (juri) said law re-draft fail win support meps. becom law european parliament qualifi major eu state approv draft word bill. latest reject mean bill comput invent must go back eu re-consideration.
1774,hyundai to build new india plant south korea s hyundai motor has announced that it plans to build a second plant in india to meet the country s growing demand for cars.  the company didn t give details of its investment but it said the new plant would produce 150 000 cars a year. this will boost the annual production capacity of the company - india s second-largest car manufacturer - to 400 000 units. hyundai expects its sales in india to grow 16% to 250 000 in 2005. by 2010  it expects to nearly double sales to 400 000 cars. the new plant will be built close to the existing one in chennai  in the southern province of tamil nadu.  south korea s top car maker estimates that the indian market will grow 15% this year  to 920 000 vehicles  reaching 1.6 million vehicles by 2010. demand in india has been driven by the poor state of public transport and the very low level of car ownership  analysts said. figures show that currently only eight people per thousand are car owners.  we desperately need to expand our production in order to meet growing demand in the indian auto market  which is growing over 12 percent every year  and to top our competitors   chairman chung mong-koo said in the statement. he said the company plans to use india as a base for exports to europe  latin america and the middle east. the company - which controls half of the south korean s market - aims to become a global top five auto maker by 2010.,business,hyundai build new india plant south korea hyundai motor announc plan build second plant india meet countri grow demand cars. compani give detail invest said new plant would produc 150 000 car year. boost annual product capac compani - india second-largest car manufactur - 400 000 units. hyundai expect sale india grow 16% 250 000 2005. 2010 expect nearli doubl sale 400 000 cars. new plant built close exist one chennai southern provinc tamil nadu. south korea top car maker estim indian market grow 15% year 920 000 vehicl reach 1.6 million vehicl 2010. demand india driven poor state public transport low level car ownership analyst said. figur show current eight peopl per thousand car owners. desper need expand product order meet grow demand indian auto market grow 12 percent everi year top competitor chairman chung mong-koo said statement. said compani plan use india base export europ latin america middl east. compani - control half south korean market - aim becom global top five auto maker 2010.
900,williams stays on despite dispute matt williams insists he has no thoughts of quitting as national coach as a result of the power struggle currently gripping scottish rugby.  the chairman  chief executive and three non-executive directors all departed in a row over the game s future direction. but williams said:  i want to make it clear that i m committed totally to scottish rugby.  i ve brought my family here and we ve immersed ourselves in scottish life. there s no way that i m walking away.  however  he attempted to steer clear of taking sides in the dispute.  i d like to stress that the national team is separate to the political situation   he said.   when you come to an undertaking like this and you are trying to make a difference then there are always people who will begrudge you  who are jealous and want to try to drag you down.  when you have that situation  you have to have the courage of your convictions to see it through.  there was some very unhelpful and uninformed comment that the national team had received a massive increase in budget at the expense of other parts of scottish rugby and that is simply not the case.  like all good coaches  you go and ask for an increase. but we were told in no uncertain terms that the financial situation did not allow that.  the idea that we are lighting cigars with £20 notes while the rest of scottish rugby flounders is absolutely untrue.  we also attracted criticism because of the number of days players spent with the national team.  but let me give you the truth. our irish counterparts  whom we have to compete with in a few days  time  had 70 days together at the summer.  they are currently in camp now and they will have another 21 days in camp before the six nations.  that means they will have 91 days away from their club from july until the six nations. we  on the other hand  will have 16.  there must be a win-win philosophy and attitude within scottish rugby and that is what we are after - both groups winning  not competing.,sport,william stay despit disput matt william insist thought quit nation coach result power struggl current grip scottish rugby. chairman chief execut three non-execut director depart row game futur direction. william said: want make clear commit total scottish rugby. brought famili immers scottish life. way walk away. howev attempt steer clear take side dispute. like stress nation team separ polit situat said. come undertak like tri make differ alway peopl begrudg jealou want tri drag down. situat courag convict see through. unhelp uninform comment nation team receiv massiv increas budget expens part scottish rugbi simpli case. like good coach go ask increase. told uncertain term financi situat allow that. idea light cigar £20 note rest scottish rugbi flounder absolut untrue. also attract critic number day player spent nation team. let give truth. irish counterpart compet day time 70 day togeth summer. current camp anoth 21 day camp six nations. mean 91 day away club juli six nations. hand 16. must win-win philosophi attitud within scottish rugbi - group win competing.
2047,tory expert denies defeatism the conservatives  campaign director has denied a report claiming he warned michael howard the party could not win the next general election.  the times on monday said australian lynton crosby told the party leader to focus on trying to increase the tories  commons presence by 25 to 30 seats. but mr crosby said in a statement:  i have never had any such conversation... and i do not hold that view.  mr howard later added there was not  one iota  of truth in the report. the strategist helped australia s pm  john howard  win four elections. mr howard appointed mr crosby as his elections chief last october. mr crosby s statement said:  the conservative party has been making an impact on the issues of lower tax and controlled immigration over the past week.  it added:  the labour party will be wanting to do all they can to distract attention away from the issues that really matter to people.,politics,tori expert deni defeat conserv campaign director deni report claim warn michael howard parti could win next gener election. time monday said australian lynton crosbi told parti leader focu tri increas tori common presenc 25 30 seats. mr crosbi said statement: never conversation... hold view. mr howard later ad one iota truth report. strategist help australia pm john howard win four elections. mr howard appoint mr crosbi elect chief last october. mr crosbi statement said: conserv parti make impact issu lower tax control immigr past week. added: labour parti want distract attent away issu realli matter people.
1813,fannie mae  should restate books  us mortgage company fannie mae should restate its earnings  a move that is likely to put a billion-dollar dent in its accounts  watchdogs have said.  the securities & exchange commission accused fannie mae of using techniques that  did not comply in material respects  with accounting standards. fannie mae last month warned that some records were incorrect. the other main us mortgage firm freddie mac restated earnings by $5bn (£2.6bn) last year after a probe of its books. the sec s comments are likely to increase pressure on congress to strengthen supervision of fannie mae and freddie mac.  the two firms are key parts of the us financial system and effectively underwrite the mortgage market  financing nearly half of all american house purchases and dealing actively in bonds and other financial instruments. the investigation of freddie mac in june 2003 sparked concerns about the wider health of the industry and raised questionsmarks over the role of the office of federal housing enterprise oversight (ofheo)  the industry s main regulator. having been pricked into action  the ofheo turned its attention to fannie may and in september this year said that the firm had tweaked its books to spread earnings more smoothly across quarters and play down the amount of risk it had taken on. the sec found similar problems. the watchdog s chief accountant donald nicolaisen said that  fannie mae s methodology of assessing  measuring and documenting hedge ineffectiveness was inadequate and was not supported  by generally accepted accounting principles.,business,fanni mae restat book us mortgag compani fanni mae restat earn move like put billion-dollar dent account watchdog said. secur & exchang commiss accus fanni mae use techniqu compli materi respect account standards. fanni mae last month warn record incorrect. main us mortgag firm freddi mac restat earn $5bn (£2.6bn) last year probe books. sec comment like increas pressur congress strengthen supervis fanni mae freddi mac. two firm key part us financi system effect underwrit mortgag market financ nearli half american hous purchas deal activ bond financi instruments. investig freddi mac june 2003 spark concern wider health industri rais questionsmark role offic feder hous enterpris oversight (ofheo) industri main regulator. prick action ofheo turn attent fanni may septemb year said firm tweak book spread earn smoothli across quarter play amount risk taken on. sec found similar problems. watchdog chief account donald nicolaisen said fanni mae methodolog assess measur document hedg ineffect inadequ support gener accept account principles.
658,freeze on anti-spam campaign a campaign by lycos europe to target spam-related websites appears to have been put on hold.  earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites. but the site hosting the screensaver now displays a pink graphic and the words  stay tuned . no one at lycos was available for comment on latest developments in its controversial anti-spam campaign.  lycos europe s  make love not spam  campaign was intended as a way for users to fight back against the mountain of junk mail flooding inboxes. people were encouraged to download the screensaver which  when their pc was idle  would then send lots of data to sites that peddle the goods and services mentioned in spam messages. lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites. but the plan has proved controversial.  monitoring firm netcraft analysed response times for some of the sites targeted by the screensaver and found that a number were completely knocked offline.  the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack. in such attacks thousands of computers bombard sites with data in an attempt to overwhelm them. laws in many countries do not explicitly outlaw such attacks but many nations are re-drafting computer use laws to make them specific offences. lycos europe now appears to have put the plan on hold. the site hosting the screensaver currently shows a holding page  with the words   stay tuned . the numerical internet address of the site has also changed. this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site. the campaign has come under fire from some corners of the web. many discussion groups have said that it set a dangerous precedent and could incite vigilantism.  attacking a spammer s website is like poking a grizzly bear sleeping in your back garden with a pointy stick   said graham cluley  senior technology consultant for sophos.  not only is this screensaver similar in its approach to a potentially illegal distributed denial of service attack  but it also is in danger of turning innocent computer users into vigilantes  who may not be prepared for whatever retaliation the spammers care to dream up.,tech,freez anti-spam campaign campaign lyco europ target spam-rel websit appear put hold. earlier week compani releas screensav bombard site data tri bump run cost websites. site host screensav display pink graphic word stay tune . one lyco avail comment latest develop controversi anti-spam campaign. lyco europ make love spam campaign intend way user fight back mountain junk mail flood inboxes. peopl encourag download screensav pc idl would send lot data site peddl good servic mention spam messages. lyco said idea get spam site run 95% capac gener big bandwidth bill spammer behind sites. plan prove controversial. monitor firm netcraft analys respons time site target screensav found number complet knock offline. down site could dent lyco claim amount distribut denial servic attack. attack thousand comput bombard site data attempt overwhelm them. law mani countri explicitli outlaw attack mani nation re-draft comput use law make specif offences. lyco europ appear put plan hold. site host screensav current show hold page word stay tune . numer internet address site also changed. like respons spammer reportedli redirect traffic site back lyco screensav site. campaign come fire corner web. mani discuss group said set danger preced could incit vigilantism. attack spammer websit like poke grizzli bear sleep back garden pointi stick said graham cluley senior technolog consult sophos. screensav similar approach potenti illeg distribut denial servic attack also danger turn innoc comput user vigilant may prepar whatev retali spammer care dream up.
762,oscars steer clear of controversy the oscars nominations list has left out some of the most controversial films of the past year in favour of safer  less contentious cinema.  if best film nominees were drawn on the basis of column inches  two of the front-runners would have had to be michael moore s bush-baiting documentary fahrenheit 9/11 and mel gibson s the passion of the christ. both films polarised opinion but had critics talking  and the public turning up to see them - fahrenheit 9/11 breaking us box office records for a documentary  and the passion of the christ making more than us$370m (£196m) in the us alone. but this year s academy awards have shied away from the big name controversies  with the passion of the christ - a film accused of being anti-semitic - receiving nominations only in the  minor  categories of cinematography  makeup and musical score.  fahrenheit 9/11 has also been overlooked  despite winning the palme d or at the cannes international film festival in 2004.  moore s caustic documentary may have been affected by its distributors  decision to enter it in the best picture category  rather than best documentary  says tim dams  the news editor of trade magazine screen international. but he also believes the strong political viewpoint of moore s film does not sit well with the academy.  if you look at past oscar winners and nominees  the very conservative oscar voters tend to go for very conservative  epic-style pictures. fahrenheit 9/11 didn t really fit in to that category.  they tend to go for films like titanic  gladiator  and the lord of the rings  films with scale that often aren t too contentious   he said. while he said the oscar voting panel were not  snubbing  moore s film  he thought it was unlikely a documentary could ever seriously compete in a best film category.  i think it s more a misjudgement by the people putting it out rather than a deliberate snub   he said.  the problem with mel gibson s film  he believed  was that the voting panel may have been cautious in nominating a film with dialogue in aramaic  an ancient middle eastern language.   hollywood doesn t tend to like foreign-language films - no-one s ever tried doing a film in a dead language   he said. but aside from these two films  some potentially contentious pictures have won nominations. the german film the downfall  a biopic tracing the final days of nazi leader adolf hitler in his berlin bunker  has been recognised in the best foreign film category. the film has caused some controversy in showing hitler as a fallible but human man  rather than a semi-mythical  historical monster. but mr dams said:  it s not an inflammatory film. it has done very well in germany  and it s a film that portrays hitler as a human rather than some kind of devil or monster.  another  contentious  film  mr dams said  has gained a nomination in the best documentary section through the force of its charm.  independent film-maker morgan spurlock may have forced fast-food giant mcdonalds to withdraw its  super size  portions in the us after he went on a month-long diet eating nothing but mcdonalds meals - and filmed his progress.  the film has been a hit around the world. mr dams said:  it s a political film  but it s quite fun and punky and well-paced.  morgan spurlock is a really likeable guy. it s a very accessible film  and it doesn t beat you over the head with its views.  while in fahrenheit 9/11 there are moments of comedy  i think the way that super size me is put together - the fact it s a very likeable film - means it s won through on charm.  dam s pick at this year s oscars  the aviator  martin scorsese s biopic of aviation pioneer and hollywood player howard hughes. tinseltown  it seems  likes nothing more than a picture about one of its own.,entertainment,oscar steer clear controversi oscar nomin list left controversi film past year favour safer less contenti cinema. best film nomine drawn basi column inch two front-runn would michael moor bush-bait documentari fahrenheit 9/11 mel gibson passion christ. film polaris opinion critic talk public turn see - fahrenheit 9/11 break us box offic record documentari passion christ make us$370m (£196m) us alone. year academi award shi away big name controversi passion christ - film accus anti-semit - receiv nomin minor categori cinematographi makeup music score. fahrenheit 9/11 also overlook despit win palm cann intern film festiv 2004. moor caustic documentari may affect distributor decis enter best pictur categori rather best documentari say tim dam news editor trade magazin screen international. also believ strong polit viewpoint moor film sit well academy. look past oscar winner nomine conserv oscar voter tend go conserv epic-styl pictures. fahrenheit 9/11 realli fit category. tend go film like titan gladiat lord ring film scale often contenti said. said oscar vote panel snub moor film thought unlik documentari could ever serious compet best film category. think misjudg peopl put rather deliber snub said. problem mel gibson film believ vote panel may cautiou nomin film dialogu arama ancient middl eastern language. hollywood tend like foreign-languag film - no-on ever tri film dead languag said. asid two film potenti contenti pictur nominations. german film downfal biopic trace final day nazi leader adolf hitler berlin bunker recognis best foreign film category. film caus controversi show hitler fallibl human man rather semi-myth histor monster. mr dam said: inflammatori film. done well germani film portray hitler human rather kind devil monster. anoth contenti film mr dam said gain nomin best documentari section forc charm. independ film-mak morgan spurlock may forc fast-food giant mcdonald withdraw super size portion us went month-long diet eat noth mcdonald meal - film progress. film hit around world. mr dam said: polit film quit fun punki well-paced. morgan spurlock realli likeabl guy. access film beat head views. fahrenheit 9/11 moment comedi think way super size put togeth - fact likeabl film - mean charm. dam pick year oscar aviat martin scorses biopic aviat pioneer hollywood player howard hughes. tinseltown seem like noth pictur one own.
1989,wilkinson to miss ireland match england will have to take on ireland in the six nations without captain and goal-kicker jonny wilkinson  according to his newcastle boss rob andrew.  wilkinson - who had targeted the 27 february match for his international comeback - has been missed by england  not least for his goal-kicking.  jonny s not fit yet   falcons chief andrew told bbc radio five live.  he won t be fit for dublin  there s no doubt about that  but he might be fit for scotland and italy.  the 25-year-old has not played for england since the 2003 world cup final after a succession of injuries. england  who have lost three six nations games in a row  wasted a 17-6 half-time lead in their 18-17 defeat to france. goal-kickers charlie hodgson and olly barkley missed six penalty attempts and a drop-goal between them.  they ve probably got two of the best english kickers in the premiership in hodgson and barkley   added andrew  a former england fly-half and goal-kicker.   they re both pretty good kickers. charlie is a good kicker week-in  week-out.  but it s all about pressure and unfortunately england are just not handling the pressure at the moment.  andrew also blamed england s poor run of recent results on a lack of leadership in the side following several high-profile retirements and injuries.  they just didn t have that leadership that would have seen them through. martin johnson  lawrence dallaglio and jonny are obviously huge losses and leadership is so important in those situations   he said.  i think it is really difficult for jason robinson to lead the side effectively from full-back.  meanwhile  former england full-back dusty hare put england s mistakes down to a lack of mental toughness.   jonny wilkinson has proved himself a cool customer with around an 80% kicking success rate   hare told bbc radio five live.  but natural-born toughness comes into it as well as all the practice you do.  you have to be able to shut out all the outside elements and concentrate on putting the ball between the posts.  hodgson  who has an excellent kicking record with club side sale sharks  has introduced crowd noise into his practice routine of late.  the top golfers don t hit the fairway every time  and it is the same with goal-kicking   hare added.  you need that mental toughness as well to put the ball over  but great goal-kickers like jonny wilkinson come along very rarely.,sport,wilkinson miss ireland match england take ireland six nation without captain goal-kick jonni wilkinson accord newcastl boss rob andrew. wilkinson - target 27 februari match intern comeback - miss england least goal-kicking. jonni fit yet falcon chief andrew told bbc radio five live. fit dublin doubt might fit scotland italy. 25-year-old play england sinc 2003 world cup final success injuries. england lost three six nation game row wast 17-6 half-tim lead 18-17 defeat france. goal-kick charli hodgson olli barkley miss six penalti attempt drop-goal them. probabl got two best english kicker premiership hodgson barkley ad andrew former england fly-half goal-kicker. pretti good kickers. charli good kicker week-in week-out. pressur unfortun england handl pressur moment. andrew also blame england poor run recent result lack leadership side follow sever high-profil retir injuries. leadership would seen through. martin johnson lawrenc dallaglio jonni obvious huge loss leadership import situat said. think realli difficult jason robinson lead side effect full-back. meanwhil former england full-back dusti hare put england mistak lack mental toughness. jonni wilkinson prove cool custom around 80% kick success rate hare told bbc radio five live. natural-born tough come well practic do. abl shut outsid element concentr put ball posts. hodgson excel kick record club side sale shark introduc crowd nois practic routin late. top golfer hit fairway everi time goal-kick hare added. need mental tough well put ball great goal-kick like jonni wilkinson come along rarely.
1759,india s deccan seals $1.8bn deal air deccan has ordered 30 airbus a320 planes in a $1.8bn (£931m) deal as india s first low-cost airline expands in the fast-growing domestic market.  air deccan was set up last year and wants to lure travellers away from the railway network and pricier rivals. the potential of the indian market has attracted attention at home and abroad. beer magnate vijay mallya recently set up kingfisher airlines  while uk entrepreneur richard branson has said he is keen to start a local operation.  the country has a population of more than a billion people and many observers feel that it is underserved by airlines. recently however  the booming economy has boosted personal spending power and helped swell the middle classes and the corporate sector. india s government has given its backing to cheaper and more accessible air travel.  the days of flying being a symbol of only maharajas or the rich are over   the minister for civil aviation praful patel said earlier. infrastructure is being built to handle the expected increase in demand and on tuesday  agence france presse reported that a group led by germany s siemens won the contract to build a private airport near bangalore. india s airports authority and the state government will own 13% each of the finished transport hub. for its part  air deccan  set up by army officer and silk farmer gorur gopinath  plans to increase its fleet to 60 aircraft within five years. to help finance the expansion the company may sell a 25% stake to an investor for about $50m. when it was set up the firm offered tickets that were 50% cheaper than other indian airlines. it said it was basing its business model on european firms such as ireland s ryanair.,business,india deccan seal $1.8bn deal air deccan order 30 airbu a320 plane $1.8bn (£931m) deal india first low-cost airlin expand fast-grow domest market. air deccan set last year want lure travel away railway network pricier rivals. potenti indian market attract attent home abroad. beer magnat vijay mallya recent set kingfish airlin uk entrepreneur richard branson said keen start local operation. countri popul billion peopl mani observ feel underserv airlines. recent howev boom economi boost person spend power help swell middl class corpor sector. india govern given back cheaper access air travel. day fli symbol maharaja rich minist civil aviat praful patel said earlier. infrastructur built handl expect increas demand tuesday agenc franc press report group led germani siemen contract build privat airport near bangalore. india airport author state govern 13% finish transport hub. part air deccan set armi offic silk farmer gorur gopinath plan increas fleet 60 aircraft within five years. help financ expans compani may sell 25% stake investor $50m. set firm offer ticket 50% cheaper indian airlines. said base busi model european firm ireland ryanair.
1490,unclear future for striker baros liverpool forward milan baros is uncertain whether he remains part of boss rafa benitez s plans after being dropped for the carling cup final.  baros  who is liverpool s leading scorer this season  denied reports of a row with benitez but claims he is mystified at being left on the bench. he told czech newspaper daily sport:  i don t know why i didn t play on sunday. i didn t argue with anybody.  i was disappointed but i am not thinking of leaving right now.  the czech international came on as a substitute after 74 minutes but could not prevent his side losing 3-2 to chelsea after extra-time.  baros denied suggestions he wanted to leave the millennium stadium before the match upon learning of his omission from the starting line-up. but his admission that he  guessed something like this was going to happen on saturday   will do little to quell claims of a falling-out with benitez. and although baros insisted thoughts of quitting anfield are  not in my mind right now   he admitted  everything is possible .,sport,unclear futur striker baro liverpool forward milan baro uncertain whether remain part boss rafa benitez plan drop carl cup final. baro liverpool lead scorer season deni report row benitez claim mystifi left bench. told czech newspap daili sport: know play sunday. argu anybody. disappoint think leav right now. czech intern came substitut 74 minut could prevent side lose 3-2 chelsea extra-time. baro deni suggest want leav millennium stadium match upon learn omiss start line-up. admiss guess someth like go happen saturday littl quell claim falling-out benitez. although baro insist thought quit anfield mind right admit everyth possibl .
